Loan Status,Current Loan Amount,Term,Credit Score,Years in current job,Home Ownership,Annual Income,Purpose,Monthly Debt,Years of Credit History,Months since last delinquent,Number of Open Accounts,Number of Credit Problems,Current Credit Balance,Maximum Open Credit,Bankruptcies,Tax Liens
Charged Off,22989,Long Term,659,1,Rent,53449,DebtConsolidation,1073.44,10.3,NA,15,0,10631,16255,0,0
Charged Off,23496,Short Term,744,9,Own Home,117480,DebtConsolidation,906.55,10,9,22,0,16223,32511,0,0
Charged Off,21953,Long Term,714,1,Rent,52244,DebtConsolidation,561.63,14,50,15,0,5106,15662,0,0
Charged Off,16575,Short Term,731,7,Mortgage,75660,DebtConsolidation,1349.27,16.6,59,12,0,5735,14705,0,0
Charged Off,5003,Short Term,690,1,Rent,55023,Other,15.13,16,47,2,0,391,400,0,0
Charged Off,19766,Long Term,712,3,Mortgage,98830,DebtConsolidation,1935.42,15.6,26,15,0,5570,27304,0,0
Charged Off,17923,Long Term,686,10,Rent,74370,DebtConsolidation,811.87,12.4,65,9,0,3138,6511,0,0
Charged Off,34248,Short Term,746,1,Own Home,146775,DebtConsolidation,3461.44,19.9,NA,24,0,88168,136482,0,0
Charged Off,4494,Short Term,720,6,Mortgage,51932,DebtConsolidation,683.78,4.4,NA,7,0,9479,13276,0,0
Charged Off,7857,Short Term,747,2,Rent,111272,Vacation,1182.26,13.7,NA,20,0,11055,19159,0,0
Charged Off,4117,Short Term,740,1,Rent,41658,DebtConsolidation,405.81,20.6,59,6,0,9147,13859,0,0
Charged Off,9118,Short Term,701,1,Rent,60786,DebtConsolidation,780.09,18.6,32,13,0,16499,18435,0,0
Charged Off,7947,Short Term,696,7,Rent,62584,Other,1757.57,12.8,9,21,0,5827,20375,0,0
Charged Off,14903,Short Term,703,2,Rent,48201,DebtConsolidation,1100.59,20.2,61,9,0,13533,13767,0,0
Charged Off,8168,Short Term,745,1,Mortgage,71470,HomeImprovements,1101.83,27,9,21,0,13474,65093,0,0
Charged Off,6050,Short Term,751,1,Mortgage,53238,Vacation,254.21,25.9,45,6,0,9785,50436,0,0
Charged Off,17868,Long Term,723,3,Rent,40552,DebtConsolidation,993.52,18.6,NA,11,0,17624,24342,0,0
Charged Off,17647,Long Term,743,8,Mortgage,58824,DebtConsolidation,456.87,48,NA,11,0,16334,59615,0,0
Charged Off,11802,Short Term,737,10,Mortgage,53699,DebtConsolidation,626.49,16.5,NA,7,0,11809,12496,0,0
Charged Off,15898,Long Term,684,10,Rent,59994,DebtConsolidation,959.9,26.5,51,8,0,22911,26890,0,0
Charged Off,7097,Short Term,743,10,Mortgage,99454,CarPurchase,1466.12,27.2,NA,9,0,49250,58701,0,0
Charged Off,11776,Short Term,735,1,Rent,107943,DebtConsolidation,2806.52,14,NA,10,0,14629,48281,0,0
Charged Off,25223,Short Term,712,4,Mortgage,129139,BusinessLoan,1786.43,29.3,NA,10,0,47078,99321,0,0
Charged Off,7746,Short Term,687,3,Rent,50630,DebtConsolidation,751.02,9.9,NA,16,0,4239,5366,0,0
Charged Off,19025,Short Term,726,10,Rent,42390,DebtConsolidation,812.46,15.6,NA,10,0,13993,16252,0,0
Charged Off,12492,Long Term,718,1,Mortgage,68313,DebtConsolidation,415.57,16,NA,12,1,12844,48836,1,0
Charged Off,14749,Short Term,694,10,Rent,66064,DebtConsolidation,1348.81,21,NA,16,0,32078,35962,0,0
Charged Off,12228,Long Term,720,5,Rent,40760,DebtConsolidation,1120.9,7.3,NA,13,0,12240,22965,0,0
Charged Off,22425,Long Term,656,3,Rent,56062,DebtConsolidation,490.54,17,NA,15,0,15415,25437,0,0
Charged Off,3014,Short Term,710,2,Rent,26622,HomeImprovements,211.87,8.8,NA,9,0,2758,7535,0,0
Charged Off,24380,Short Term,708,10,Mortgage,75205,DebtConsolidation,833.52,19,8,11,0,28532,30614,0,0
Charged Off,4334,Short Term,688,1,Rent,58458,DebtConsolidation,1622.22,13,NA,13,0,3697,3628,0,0
Charged Off,34294,Long Term,725,3,Rent,71498,DebtConsolidation,834.15,16,NA,11,0,36839,101205,0,0
Charged Off,7064,Short Term,703,2,Mortgage,55506,DebtConsolidation,786.34,14,69,11,0,10652,13924,0,0
Charged Off,7846,Short Term,726,1,Rent,63746,CarPurchase,486.59,12.8,7,11,0,2699,4121,0,0
Charged Off,13888,Long Term,715,10,Rent,39085,HomeImprovements,957.58,11.2,NA,18,0,5749,24994,0,0
Charged Off,11860,Long Term,683,7,Rent,51392,DebtConsolidation,762.31,23.8,80,13,0,9176,9690,0,0
Charged Off,8058,Short Term,738,5,Rent,55396,DebtConsolidation,724.76,7.2,NA,10,0,9944,22447,0,0
Charged Off,9289,Short Term,723,5,Rent,28118,DebtConsolidation,447.54,14.3,NA,6,0,7861,12845,0,0
Charged Off,23683,Long Term,737,10,Mortgage,106574,HomeImprovements,1740.72,19.7,28,13,0,20987,70664,0,0
Charged Off,7834,Short Term,735,9,Mortgage,47512,DebtConsolidation,1183.84,17.4,NA,11,0,21878,39208,0,0
Charged Off,19982,Short Term,738,5,Own Home,56949,DebtConsolidation,977.62,21.8,15,11,0,11088,17572,0,0
Charged Off,23253,Long Term,737,10,Mortgage,67886,DebtConsolidation,594,18.4,38,13,0,9246,22828,0,0
Charged Off,25040,Long Term,698,7,Rent,66106,DebtConsolidation,705.13,12.2,NA,8,0,36279,41273,0,0
Charged Off,9340,Short Term,694,2,Rent,30291,DebtConsolidation,580.58,9.2,NA,9,0,6213,8385,0,0
Charged Off,10096,Short Term,736,6,Rent,47451,DebtConsolidation,1119.06,18,57,19,0,6785,12426,0,0
Charged Off,11234,Long Term,736,1,Mortgage,34724,DebtConsolidation,593.2,20.9,NA,7,0,14023,17530,0,0
Charged Off,8172,Short Term,725,1,Own Home,23558,DebtConsolidation,365.16,8.2,NA,12,0,10038,18762,0,0
Charged Off,7092,Short Term,693,6,Rent,39567,Other,481.41,17.7,42,9,0,10050,13206,0,0
Charged Off,11936,Short Term,743,7,Rent,89523,DebtConsolidation,1014.59,18,NA,9,0,7771,15030,0,0
Charged Off,4886,Short Term,730,1,Own Home,25407,DebtConsolidation,616.12,19.4,NA,15,1,4297,18363,1,0
Charged Off,18026,Long Term,670,7,Mortgage,57368,DebtConsolidation,1178.91,24.1,NA,11,0,26974,38369,0,0
Charged Off,35774,Short Term,737,3,Mortgage,153315,DebtConsolidation,963.33,26,32,8,0,24016,40364,0,0
Charged Off,27042,Long Term,686,6,Mortgage,64548,DebtConsolidation,1043.53,17.9,81,11,1,13403,22487,0,0
Charged Off,21300,Long Term,653,2,Rent,47560,DebtConsolidation,1339.61,30.1,19,15,0,9959,14207,0,0
Charged Off,9812,Long Term,697,3,Rent,39248,DebtConsolidation,562.55,10.3,NA,9,0,9982,14039,0,0
Charged Off,6290,Short Term,735,1,Rent,25568,DebtConsolidation,423.99,17.1,NA,8,0,6202,15427,0,0
Charged Off,8959,Short Term,744,10,Own Home,45788,DebtConsolidation,820.38,18.8,74,17,0,11998,30374,0,0
Charged Off,15155,Short Term,702,10,Rent,52801,DebtConsolidation,1152.81,15.8,NA,18,0,20513,29430,0,0
Charged Off,20494,Long Term,627,1,Rent,51235,DebtConsolidation,969.19,17.7,NA,3,0,13948,14651,0,0
Charged Off,20136,Long Term,684,1,Rent,68865,DebtConsolidation,849.91,12.8,NA,7,0,13211,13995,0,0
Charged Off,5067,Short Term,656,10,Rent,14978,DebtConsolidation,386.92,15,NA,6,0,6303,12681,0,0
Charged Off,9939,Short Term,719,2,Rent,56851,DebtConsolidation,139.29,17.9,NA,6,1,3252,11825,0,0
Charged Off,19298,Long Term,734,0.5,Mortgage,42992,DebtConsolidation,644.89,32.4,NA,7,0,14012,19931,0,0
Charged Off,18620,Long Term,712,3,Rent,44510,DebtConsolidation,682.48,15.9,NA,16,0,29950,35319,0,0
Charged Off,21521,Short Term,709,10,Mortgage,102480,DebtConsolidation,1699.46,26.7,44,21,0,65492,86401,0,0
Charged Off,11271,Long Term,724,10,Mortgage,117829,Other,2111.11,27.8,NA,14,0,39178,68975,0,0
Charged Off,12845,Long Term,737,10,Mortgage,45158,DebtConsolidation,1189.15,19.3,71,14,0,25939,31595,0,0
Charged Off,15198,Short Term,748,6,Rent,50660,DebtConsolidation,616.36,26.1,40,6,0,15120,23514,0,0
Charged Off,18816,Long Term,663,3,Rent,55341,DebtConsolidation,899.29,14.8,50,4,0,13740,14493,0,0
Charged Off,8133,Short Term,728,1,Rent,46764,DebtConsolidation,231.87,10.5,40,6,0,6170,7524,0,0
Charged Off,15152,Short Term,689,6,Rent,41731,DebtConsolidation,664.57,14.9,34,6,0,9119,9838,0,0
Charged Off,5396,Short Term,744,8,Rent,18070,DebtConsolidation,287.62,19,37,9,0,10541,19061,0,0
Charged Off,34500,Short Term,700,5,Mortgage,197140,HomeImprovements,2414.97,15.4,7,8,0,13574,38237,0,0
Charged Off,13352,Long Term,721,10,Mortgage,70805,DebtConsolidation,755.26,19,NA,10,0,17281,20524,0,0
Charged Off,3537,Short Term,739,10,Own Home,17180,DebtConsolidation,282.04,16,NA,7,0,3380,10800,0,0
Charged Off,11909,Short Term,738,2,Mortgage,38513,DebtConsolidation,548.81,10.7,NA,6,0,6789,15501,0,0
Charged Off,18169,Long Term,704,10,Rent,85799,DebtConsolidation,943.79,12.5,3,8,0,12596,13026,0,0
Charged Off,15015,Short Term,712,0.5,Rent,49950,DebtConsolidation,1294.53,24.3,36,18,0,18300,28911,0,0
Charged Off,9982,Short Term,741,0.5,Mortgage,34937,DebtConsolidation,215.44,32,44,6,0,9412,15379,0,0
Charged Off,18188,Long Term,652,2,Mortgage,82673,HomeImprovements,606.96,8.9,52,14,1,4040,13033,0,0
Charged Off,18124,Long Term,702,10,Rent,50345,DebtConsolidation,767.76,21,52,12,0,15966,22552,0,0
Charged Off,24533,Short Term,738,5,Rent,98130,Other,613.31,20.1,30,8,0,2794,5982,0,0
Charged Off,9661,Short Term,720,10,Own Home,52333,BusinessLoan,407.76,23.2,29,4,0,16571,21328,0,0
Charged Off,30348,Short Term,697,2,Mortgage,96102,DebtConsolidation,2034.16,17.5,77,18,0,30937,47376,0,0
Charged Off,15067,Short Term,733,1,Mortgage,48412,DebtConsolidation,847.21,21.9,18,15,0,13566,17687,0,0
Charged Off,23434,Long Term,730,10,Mortgage,52103,DebtConsolidation,447.21,23.4,25,5,0,9937,11066,0,0
Charged Off,7888,Short Term,736,10,Rent,49300,DebtConsolidation,1072.28,12.6,NA,11,0,8842,10452,0,0
Charged Off,11782,Short Term,747,7,Rent,49090,DebtConsolidation,515.45,17.9,NA,3,0,18688,29853,0,0
Charged Off,6032,Short Term,729,5,Mortgage,54615,DebtConsolidation,1033.14,20.9,47,11,0,3379,12025,0,0
Charged Off,3021,Short Term,711,10,Mortgage,36836,HomeImprovements,655.37,16.9,29,3,0,0,0,0,0
Charged Off,5934,Short Term,749,10,Mortgage,49450,DebtConsolidation,824.16,17.9,NA,15,0,13830,34148,0,0
Charged Off,3902,Short Term,735,5,Rent,58530,DebtConsolidation,407.76,16.7,14,12,0,6880,18347,0,0
Charged Off,35578,Long Term,691,3,Mortgage,111815,DebtConsolidation,1295.19,32.1,23,22,0,5765,58822,0,0
Charged Off,4899,Short Term,735,10,Rent,46948,DebtConsolidation,559.46,25,27,8,0,10140,24374,0,0
Charged Off,9986,Long Term,709,8,Mortgage,74895,DebtConsolidation,836.33,21.7,29,16,1,8307,27877,0,0
Charged Off,16614,Long Term,736,0.5,Rent,59811,DebtConsolidation,718.23,33.4,NA,9,0,7426,16501,0,0
Charged Off,10034,Short Term,740,10,Rent,35119,DebtConsolidation,266.03,17.5,22,9,0,11404,18573,0,0
Charged Off,2001,Short Term,725,10,Rent,34024,Other,878.94,36.5,NA,5,1,19843,22626,1,0
Charged Off,11707,Short Term,689,10,Rent,69268,DebtConsolidation,1004.38,14,61,7,1,9405,14626,1,0
Charged Off,2047,Short Term,700,9,Rent,61404,DebtConsolidation,1381.59,15,4,7,0,1918,2720,0,0
Charged Off,22655,Short Term,712,6,Mortgage,50910,DebtConsolidation,1153.96,11.4,37,10,0,14028,39074,0,0
Charged Off,19852,Short Term,685,9,Mortgage,79408,DebtConsolidation,1627.86,23,NA,12,1,22917,24910,1,0
Charged Off,9026,Short Term,742,2,Rent,27695,DebtConsolidation,521.58,16.5,NA,8,0,15616,19692,0,0
Charged Off,24860,Short Term,739,3,Own Home,64636,DebtConsolidation,861.82,18.1,NA,7,0,29101,32407,0,0
Charged Off,9789,Short Term,716,7,Rent,40896,DebtConsolidation,466.9,25.9,NA,8,0,3482,5198,0,0
Charged Off,21420,Long Term,699,2,Rent,71400,DebtConsolidation,1493.45,11.1,30,11,0,14019,15611,0,0
Charged Off,7648,Short Term,746,10,Rent,39246,DebtConsolidation,608.31,26.9,57,6,0,2905,9164,0,0
Charged Off,34416,Short Term,744,7,Mortgage,79864,DebtConsolidation,1138.06,25,NA,9,0,26400,27557,0,0
Charged Off,9771,Short Term,739,6,Rent,63512,DebtConsolidation,666.87,17.6,NA,9,0,12077,20822,0,0
Charged Off,9532,Short Term,739,4,Rent,48880,DebtConsolidation,513.24,14.3,NA,5,0,6698,8698,0,0
Charged Off,10061,Long Term,684,1,Mortgage,42931,DebtConsolidation,944.49,15.8,NA,13,1,7991,12371,1,0
Charged Off,10126,Short Term,730,2,Mortgage,60756,DebtConsolidation,865.77,17.9,22,14,0,10246,16908,0,0
Charged Off,23497,Short Term,746,6,Mortgage,148132,DebtConsolidation,3863.77,16.6,48,17,0,64281,301789,0,0
Charged Off,8512,Short Term,717,4,Rent,65865,MedicalBills,1547.82,18.5,23,18,0,6087,11959,0,0
Charged Off,11944,Short Term,741,4,Own Home,37202,DebtConsolidation,933.15,11.9,NA,8,0,15443,21720,0,0
Charged Off,8811,Short Term,738,6,Rent,51887,DebtConsolidation,761.01,11.2,NA,15,0,7318,22941,0,0
Charged Off,15246,Short Term,695,2,Rent,35803,DebtConsolidation,1011.44,18.5,NA,8,0,13693,15047,0,0
Charged Off,15011,Short Term,734,6,Mortgage,50034,DebtConsolidation,388.18,10.9,NA,13,0,9435,12111,0,0
Charged Off,11708,Long Term,711,1,Mortgage,39028,DebtConsolidation,520.37,27.9,NA,1,0,0,0,0,0
Charged Off,9050,Short Term,740,2,Rent,50280,DebtConsolidation,800.29,13,NA,8,0,10393,14890,0,0
Charged Off,14729,Short Term,741,3,Rent,37312,DebtConsolidation,929.69,17,74,7,0,9821,14528,0,0
Charged Off,1183,Short Term,719,2,Rent,35482,Other,293.61,8.7,NA,9,0,8065,10170,0,0
Charged Off,24122,Short Term,722,4,Rent,48245,DebtConsolidation,695.53,9.9,NA,15,0,5836,41387,0,0
Charged Off,7465,Short Term,740,6,Rent,39812,DebtConsolidation,978.71,13.9,43,11,0,7080,12530,0,0
Charged Off,2559,Short Term,701,8,Rent,36842,DebtConsolidation,92.11,26.8,NA,4,1,2936,9118,1,0
Charged Off,14502,Short Term,711,2,Rent,37522,Other,978.69,14,NA,9,0,25167,39758,0,0
Charged Off,20400,Short Term,713,7,Rent,46410,DebtConsolidation,1075.16,12.7,17,11,0,9849,12643,0,0
Charged Off,15664,Short Term,736,7,Mortgage,60698,DebtConsolidation,1385.94,18,29,12,0,14704,16447,0,0
Charged Off,11718,Short Term,719,3,Mortgage,85932,DebtConsolidation,1063.41,14.4,NA,19,2,8124,17662,0,0
Charged Off,2422,Short Term,693,10,Mortgage,35315,Vacation,715.13,18.3,NA,12,0,11607,27055,0,0
Charged Off,5056,Short Term,644,7,Rent,23728,DebtConsolidation,636.71,11.9,NA,7,0,4646,4906,0,0
Charged Off,9893,Short Term,717,3,Rent,25722,DebtConsolidation,214.35,9.8,NA,6,0,8098,17013,0,0
Charged Off,23649,Long Term,726,4,Own Home,88776,DebtConsolidation,784.19,22.2,68,24,5,3114,36210,0,5
Charged Off,12073,Long Term,725,10,Mortgage,45275,DebtConsolidation,407.47,23.1,NA,7,0,30807,43086,0,0
Charged Off,20396,Short Term,716,10,Mortgage,71386,DebtConsolidation,398.57,15,22,9,0,10874,20912,0,0
Charged Off,11900,Long Term,676,8,Mortgage,59502,DebtConsolidation,847.9,10,NA,8,0,5508,9924,0,0
Charged Off,33541,Long Term,642,4,Mortgage,76440,DebtConsolidation,2127.58,16.7,79,12,0,17207,28024,0,0
Charged Off,4925,Short Term,738,3,Mortgage,131001,Other,2085.1,25.4,44,18,0,18980,35083,0,0
Charged Off,6110,Short Term,741,1,Mortgage,86556,Other,1781.6,26.6,NA,10,0,31313,49861,0,0
Charged Off,6304,Short Term,735,10,Own Home,24625,DebtConsolidation,326.28,29,37,9,0,10187,16351,0,0
Charged Off,3537,Short Term,711,8,Mortgage,47155,DebtConsolidation,821.29,15.4,5,21,0,9558,25021,0,0
Charged Off,12204,Long Term,648,3,Rent,79835,Other,1217.48,6,NA,18,0,5290,36996,0,0
Charged Off,24893,Long Term,681,5,Mortgage,119484,DebtConsolidation,1274.5,9.4,43,11,0,24830,38918,0,0
Charged Off,34822,Long Term,740,1,Mortgage,115408,DebtConsolidation,1740.75,10.9,NA,11,0,38225,39005,0,0
Charged Off,11953,Long Term,705,10,Mortgage,66547,DebtConsolidation,1630.4,14.8,NA,22,0,78524,163593,0,0
Charged Off,11659,Short Term,714,4,Own Home,38476,DebtConsolidation,586.77,15.1,NA,11,0,24823,31988,0,0
Charged Off,10224,Long Term,698,10,Mortgage,102240,DebtConsolidation,604.06,9.4,NA,9,0,6673,14731,0,0
Charged Off,10397,Long Term,724,6,Mortgage,50965,DebtConsolidation,845.17,14,63,12,0,2493,10520,0,0
Charged Off,25505,Short Term,678,2,Mortgage,91818,BusinessLoan,1178.33,20.8,76,16,0,28130,71577,0,0
Charged Off,4032,Short Term,719,1,Mortgage,75148,DebtConsolidation,674.45,21.3,NA,15,1,11280,21162,1,0
Charged Off,18413,Short Term,740,5,Mortgage,75364,HomeImprovements,818.33,22.7,19,13,1,1356,10680,1,0
Charged Off,6387,Short Term,722,7,Mortgage,40914,DebtConsolidation,791.01,13.1,NA,7,0,9712,10579,0,0
Charged Off,20064,Short Term,725,1,Own Home,62198,Other,932.98,26.1,1,11,0,24167,69247,0,0
Charged Off,5980,Short Term,723,4,Rent,71762,DebtConsolidation,592.04,13,30,6,0,4771,13910,0,0
Charged Off,20871,Short Term,733,10,Rent,69405,DebtConsolidation,948.54,22.1,NA,9,0,19992,38372,0,0
Charged Off,12025,Short Term,748,10,Mortgage,110231,Other,1120.68,20.1,NA,11,0,21437,45035,0,0
Charged Off,16072,Long Term,673,10,Mortgage,65293,DebtConsolidation,1305.85,19.8,19,15,2,8744,20672,1,1
Charged Off,10369,Short Term,695,3,Rent,126867,Other,126.87,9.3,NA,6,0,2971,5757,0,0
Charged Off,6443,Short Term,722,1,Rent,24780,DebtConsolidation,231.28,20.6,31,9,0,3046,8037,0,0
Charged Off,12208,Long Term,724,1,Rent,81384,DebtConsolidation,665.31,14,75,9,0,12979,21453,0,0
Charged Off,10761,Short Term,737,9,Rent,28371,DebtConsolidation,231.94,14,NA,7,0,9126,14766,0,0
Charged Off,7915,Short Term,742,10,Mortgage,88342,DebtConsolidation,242.95,26.4,26,9,0,8384,18186,0,0
Charged Off,15999,Short Term,747,7,Mortgage,71971,DebtConsolidation,1109.56,20.9,10,11,1,20267,22028,1,0
Charged Off,6109,Short Term,696,10,Rent,41742,DebtConsolidation,834.84,13.8,71,7,0,9970,15775,0,0
Charged Off,9795,Short Term,750,10,Rent,51914,BusinessLoan,1228.62,25.2,NA,14,0,127096,488831,0,0
Charged Off,9909,Short Term,688,1,Rent,49177,DebtConsolidation,565.54,25,NA,19,1,7008,19740,1,0
Charged Off,9909,Long Term,668,5,Rent,43600,Other,473.78,11.9,70,5,0,392,7007,0,0
Charged Off,4299,Short Term,705,5,Rent,26242,DebtConsolidation,463.6,10.4,NA,8,0,5096,11935,0,0
Charged Off,15347,Short Term,710,1,Mortgage,76733,DebtConsolidation,544.8,13.9,67,21,1,10148,15758,0,0
Charged Off,6561,Short Term,741,10,Own Home,31636,DebtConsolidation,511.45,16,34,11,0,6857,11241,0,0
Charged Off,35805,Short Term,686,10,Mortgage,130944,DebtConsolidation,3731.9,39.7,50,25,0,52793,75634,0,0
Charged Off,21267,Short Term,736,1,Mortgage,128613,DebtConsolidation,1907.75,10.7,NA,8,0,25435,81262,0,0
Charged Off,11723,Short Term,698,10,Rent,83037,DebtConsolidation,1515.42,15.4,29,11,0,13872,16554,0,0
Charged Off,34261,Long Term,601,1,Mortgage,103898,DebtConsolidation,1367.98,17.6,5,10,0,11511,12567,0,0
Charged Off,4067,Short Term,740,10,Mortgage,66086,DebtConsolidation,1343.74,12.7,74,18,0,3735,10463,0,0
Charged Off,17230,Short Term,730,10,Mortgage,41071,DebtConsolidation,520.23,9.2,NA,6,0,6790,17019,0,0
Charged Off,15830,Long Term,698,7,Rent,50900,DebtConsolidation,931.47,17,49,8,0,17690,34891,0,0
Charged Off,24603,Long Term,714,1,Mortgage,142695,DebtConsolidation,1748.01,21.6,63,14,0,37842,74054,0,0
Charged Off,9991,Short Term,743,10,Rent,31172,DebtConsolidation,133,14.1,33,2,1,5937,8591,1,0
Charged Off,14301,Long Term,711,9,Rent,51075,Other,1012.99,18,17,12,0,17550,20943,0,0
Charged Off,15126,Short Term,750,10,Mortgage,53445,DebtConsolidation,935.29,36.6,NA,23,0,15742,154335,0,0
Charged Off,10108,Short Term,740,1,Rent,35378,MedicalBills,265.92,8.5,NA,8,0,1495,7786,0,0
Charged Off,25000,Long Term,671,2,Mortgage,59596,DebtConsolidation,1450.17,25.7,NA,24,0,37380,43567,0,0
Charged Off,25173,Long Term,710,7,Rent,67462,DebtConsolidation,1129.99,15,28,6,0,16978,18434,0,0
Charged Off,7198,Short Term,747,2,Own Home,26359,DebtConsolidation,597.03,19.9,NA,5,0,16117,63705,0,0
Charged Off,2824,Short Term,699,1,Rent,24558,DebtConsolidation,378.6,6.8,NA,6,0,1169,1670,0,0
Charged Off,11965,Short Term,737,9,Rent,39884,DebtConsolidation,874.13,20.7,NA,8,0,10772,11760,0,0
Charged Off,28714,Long Term,666,1,Rent,62431,DebtConsolidation,707.55,29.8,26,20,0,6739,30086,0,0
Charged Off,10990,Long Term,635,6,Mortgage,61056,DebtConsolidation,354.12,13,NA,10,0,16240,16691,0,0
Charged Off,13044,Long Term,666,3,Rent,36331,Other,1159.57,34,NA,18,0,9535,33692,0,0
Charged Off,11655,Short Term,691,8,Rent,36623,DebtConsolidation,952.19,11.4,NA,9,0,12397,12573,0,0
Charged Off,17204,Short Term,731,1,Mortgage,47564,DebtConsolidation,511.31,12.3,NA,4,0,13148,13161,0,0
Charged Off,9103,Short Term,662,8,Rent,87664,DebtConsolidation,1475.68,30,35,16,0,17700,21533,0,0
Charged Off,14808,Long Term,707,3,Rent,39488,DebtConsolidation,1039.85,15.7,13,22,0,11888,16673,0,0
Charged Off,25014,Long Term,690,10,Own Home,56885,DebtConsolidation,649.43,12.6,23,11,0,2357,6602,0,0
Charged Off,25753,Long Term,622,10,Mortgage,66041,DebtConsolidation,1320.83,23.5,47,13,0,28596,34620,0,0
Charged Off,20406,Long Term,713,0.5,Rent,55096,DebtConsolidation,1157.02,21.7,14,14,0,21651,38185,0,0
Charged Off,23132,Long Term,694,3,Mortgage,57868,DebtConsolidation,1041.62,21.3,NA,15,0,13559,31607,0,0
Charged Off,7155,Short Term,707,6,Rent,57435,DebtConsolidation,966.82,15,NA,9,0,6016,6955,0,0
Charged Off,5898,Short Term,728,9,Rent,41286,DebtConsolidation,887.65,12.2,NA,8,1,9568,12188,1,0
Charged Off,12762,Long Term,724,2,Rent,113877,MajorPurchase,2040.3,9.5,16,22,0,2387,6381,0,0
Charged Off,26474,Long Term,674,10,Mortgage,78440,DebtConsolidation,1477.29,9.1,NA,10,0,18954,30473,0,0
Charged Off,19196,Short Term,728,3,Mortgage,69760,DebtConsolidation,683.65,15.2,NA,8,0,27776,30863,0,0
Charged Off,6854,Short Term,738,2,Rent,24480,MedicalBills,163.6,12.3,NA,6,0,3935,26954,0,0
Charged Off,9884,Short Term,715,5,Mortgage,35032,DebtConsolidation,826.16,16.6,NA,8,0,16678,21520,0,0
Charged Off,19210,Long Term,667,3,Mortgage,70035,DebtConsolidation,1283.97,11,26,19,0,17772,25608,0,0
Charged Off,14007,Long Term,717,3,Rent,117059,DebtConsolidation,1560.78,23.8,NA,11,0,33793,46804,0,0
Charged Off,11870,Short Term,703,10,Rent,71222,DebtConsolidation,1578.76,14.5,NA,20,0,18309,19477,0,0
Charged Off,16203,Short Term,717,10,Mortgage,45572,DebtConsolidation,558.25,17.7,40,11,0,9207,39688,0,0
Charged Off,19269,Short Term,739,1,Rent,55198,DebtConsolidation,800.37,12.9,NA,10,0,10806,27219,0,0
Charged Off,10892,Short Term,725,0.5,Own Home,33667,DebtConsolidation,250.54,42.6,5,4,0,1088,25308,0,0
Charged Off,21643,Short Term,743,10,Rent,90180,DebtConsolidation,594.44,20.1,NA,7,0,16281,22457,0,0
Charged Off,5058,Short Term,736,5,Own Home,46534,CarPurchase,1287.43,12.1,14,21,0,9166,32275,0,0
Charged Off,9954,Long Term,671,10,Rent,96554,DebtConsolidation,2912.71,28.8,41,12,0,36267,43175,0,0
