Current Loan Amount,Credit Score,Years in current job,Annual Income,Monthly Debt,Years of Credit History,Months since last delinquent,Number of Open Accounts,Number of Credit Problems,Current Credit Balance,Maximum Open Credit,Bankruptcies,Tax Liens,Loan Status,
23434,730,10,52103,447.21,23.4,25,5,0,9937,11066,0,0,Charged Off,
7888,736,10,49300,1072.28,12.6,37.74095723,11,0,8842,10452,0,0,Charged Off,
11782,747,7,49090,515.45,17.9,38.68776664,3,0,18688,29853,0,0,Charged Off,
6032,729,5,54615,1033.14,20.9,47,11,0,3379,12025,0,0,Charged Off,
3021,711,10,36836,655.37,16.9,29,3,0,0,0,0,0,Charged Off,
5934,749,10,49450,824.16,17.9,37.09007301,15,0,13830,34148,0,0,Charged Off,
3902,735,5,58530,407.76,16.7,14,12,0,6880,18347,0,0,Charged Off,
35578,691,3,111815,1295.19,32.1,23,22,0,5765,58822,0,0,Charged Off,
4899,735,10,46948,559.46,25,27,8,0,10140,24374,0,0,Charged Off,
9986,709,8,74895,836.33,21.7,29,16,1,8307,27877,0,0,Charged Off,
16614,736,0.5,59811,718.23,33.4,34.22675985,9,0,7426,16501,0,0,Charged Off,
10034,740,10,35119,266.03,17.5,22,9,0,11404,18573,0,0,Charged Off,
2001,725,10,34024,878.94,36.5,42.89306612,5,1,19843,22626,1,0,Charged Off,
11707,689,10,69268,1004.38,14,61,7,1,9405,14626,1,0,Charged Off,
2047,700,9,61404,1381.59,15,4,7,0,1918,2720,0,0,Charged Off,
22655,712,6,50910,1153.96,11.4,37,10,0,14028,39074,0,0,Charged Off,
19852,685,9,79408,1627.86,23,40.21943475,12,1,22917,24910,1,0,Charged Off,
9026,742,2,27695,521.58,16.5,38.81934632,8,0,15616,19692,0,0,Charged Off,
24860,739,3,64636,861.82,18.1,38.12087278,7,0,29101,32407,0,0,Charged Off,
9789,716,7,40896,466.9,25.9,34.48189029,8,0,3482,5198,0,0,Charged Off,
21420,699,2,71400,1493.45,11.1,30,11,0,14019,15611,0,0,Charged Off,
7648,746,10,39246,608.31,26.9,57,6,0,2905,9164,0,0,Charged Off,
34416,744,7,79864,1138.06,25,37.18529002,9,0,26400,27557,0,0,Charged Off,
9771,739,6,63512,666.87,17.6,36.2303603,9,0,12077,20822,0,0,Charged Off,
9532,739,4,48880,513.24,14.3,37.68101542,5,0,6698,8698,0,0,Charged Off,
10061,684,1,42931,944.49,15.8,41.02374418,13,1,7991,12371,1,0,Charged Off,
10126,730,2,60756,865.77,17.9,22,14,0,10246,16908,0,0,Charged Off,
23497,746,6,148132,3863.77,16.6,48,17,0,64281,301789,0,0,Charged Off,
8512,717,4,65865,1547.82,18.5,23,18,0,6087,11959,0,0,Charged Off,
11944,741,4,37202,933.15,11.9,39.52329487,8,0,15443,21720,0,0,Charged Off,
8811,738,6,51887,761.01,11.2,36.80409652,15,0,7318,22941,0,0,Charged Off,
15246,695,2,35803,1011.44,18.5,35.68493842,8,0,13693,15047,0,0,Charged Off,
15011,734,6,50034,388.18,10.9,36.92846235,13,0,9435,12111,0,0,Charged Off,
11708,711,1,39028,520.37,27.9,34.83188032,1,0,0,0,0,0,Charged Off,
9050,740,2,50280,800.29,13,37.88205847,8,0,10393,14890,0,0,Charged Off,
14729,741,3,37312,929.69,17,74,7,0,9821,14528,0,0,Charged Off,
1183,719,2,35482,293.61,8.7,36.59588237,9,0,8065,10170,0,0,Charged Off,
24122,722,4,48245,695.53,9.9,36.71473752,15,0,5836,41387,0,0,Charged Off,
7465,740,6,39812,978.71,13.9,43,11,0,7080,12530,0,0,Charged Off,
2559,701,8,36842,92.11,26.8,40.72744462,4,1,2936,9118,1,0,Charged Off,
14502,711,2,37522,978.69,14,37.52867546,9,0,25167,39758,0,0,Charged Off,
20400,713,7,46410,1075.16,12.7,17,11,0,9849,12643,0,0,Charged Off,
15664,736,7,60698,1385.94,18,29,12,0,14704,16447,0,0,Charged Off,
11718,719,3,85932,1063.41,14.4,38.882675,19,2,8124,17662,0,0,Charged Off,
2422,693,10,35315,715.13,18.3,34.01366681,12,0,11607,27055,0,0,Charged Off,
5056,644,7,23728,636.71,11.9,32.60676284,7,0,4646,4906,0,0,Charged Off,
9893,717,3,25722,214.35,9.8,37.73010458,6,0,8098,17013,0,0,Charged Off,
23649,726,4,88776,784.19,22.2,68,24,5,3114,36210,0,5,Charged Off,
12073,725,10,45275,407.47,23.1,36.58383161,7,0,30807,43086,0,0,Charged Off,
20396,716,10,71386,398.57,15,22,9,0,10874,20912,0,0,Charged Off,
11900,676,8,59502,847.9,10,33.4119885,8,0,5508,9924,0,0,Charged Off,
33541,642,4,76440,2127.58,16.7,79,12,0,17207,28024,0,0,Charged Off,
4925,738,3,131001,2085.1,25.4,44,18,0,18980,35083,0,0,Charged Off,
6110,741,1,86556,1781.6,26.6,35.47898588,10,0,31313,49861,0,0,Charged Off,
6304,735,10,24625,326.28,29,37,9,0,10187,16351,0,0,Charged Off,
3537,711,8,47155,821.29,15.4,5,21,0,9558,25021,0,0,Charged Off,
12204,648,3,79835,1217.48,6,29.66249835,18,0,5290,36996,0,0,Charged Off,
24893,681,5,119484,1274.5,9.4,43,11,0,24830,38918,0,0,Charged Off,
34822,740,1,115408,1740.75,10.9,37.4769402,11,0,38225,39005,0,0,Charged Off,
11953,705,10,66547,1630.4,14.8,36.35172462,22,0,78524,163593,0,0,Charged Off,
11659,714,4,38476,586.77,15.1,36.62302812,11,0,24823,31988,0,0,Charged Off,
10224,698,10,102240,604.06,9.4,31.85502646,9,0,6673,14731,0,0,Charged Off,
10397,724,6,50965,845.17,14,63,12,0,2493,10520,0,0,Charged Off,
25505,678,2,91818,1178.33,20.8,76,16,0,28130,71577,0,0,Charged Off,
4032,719,1,75148,674.45,21.3,39.82554778,15,1,11280,21162,1,0,Charged Off,
18413,740,5,75364,818.33,22.7,19,13,1,1356,10680,1,0,Charged Off,
6387,722,7,40914,791.01,13.1,37.28251771,7,0,9712,10579,0,0,Charged Off,
20064,725,1,62198,932.98,26.1,1,11,0,24167,69247,0,0,Charged Off,
5980,723,4,71762,592.04,13,30,6,0,4771,13910,0,0,Charged Off,
20871,733,10,69405,948.54,22.1,36.22809832,9,0,19992,38372,0,0,Charged Off,
12025,748,10,110231,1120.68,20.1,34.46747213,11,0,21437,45035,0,0,Charged Off,
16072,673,10,65293,1305.85,19.8,19,15,2,8744,20672,1,1,Charged Off,
10369,695,3,126867,126.87,9.3,29.5742579,6,0,2971,5757,0,0,Charged Off,
6443,722,1,24780,231.28,20.6,31,9,0,3046,8037,0,0,Charged Off,
12208,724,1,81384,665.31,14,75,9,0,12979,21453,0,0,Charged Off,
10761,737,9,28371,231.94,14,38.51472384,7,0,9126,14766,0,0,Charged Off,
7915,742,10,88342,242.95,26.4,26,9,0,8384,18186,0,0,Charged Off,
15999,747,7,71971,1109.56,20.9,10,11,1,20267,22028,1,0,Charged Off,
6109,696,10,41742,834.84,13.8,71,7,0,9970,15775,0,0,Charged Off,
9795,750,10,51914,1228.62,25.2,40.81409655,14,0,127096,488831,0,0,Charged Off,
9909,688,1,49177,565.54,25,38.25667825,19,1,7008,19740,1,0,Charged Off,
9909,668,5,43600,473.78,11.9,70,5,0,392,7007,0,0,Charged Off,
4299,705,5,26242,463.6,10.4,36.44989361,8,0,5096,11935,0,0,Charged Off,
15347,710,1,76733,544.8,13.9,67,21,1,10148,15758,0,0,Charged Off,
6561,741,10,31636,511.45,16,34,11,0,6857,11241,0,0,Charged Off,
35805,686,10,130944,3731.9,39.7,50,25,0,52793,75634,0,0,Charged Off,
21267,736,1,128613,1907.75,10.7,35.60155587,8,0,25435,81262,0,0,Charged Off,
11723,698,10,83037,1515.42,15.4,29,11,0,13872,16554,0,0,Charged Off,
34261,601,1,103898,1367.98,17.6,5,10,0,11511,12567,0,0,Charged Off,
4067,740,10,66086,1343.74,12.7,74,18,0,3735,10463,0,0,Charged Off,
17230,730,10,41071,520.23,9.2,38.67887915,6,0,6790,17019,0,0,Charged Off,
15830,698,7,50900,931.47,17,49,8,0,17690,34891,0,0,Charged Off,
24603,714,1,142695,1748.01,21.6,63,14,0,37842,74054,0,0,Charged Off,
9991,743,10,31172,133,14.1,33,2,1,5937,8591,1,0,Charged Off,
14301,711,9,51075,1012.99,18,17,12,0,17550,20943,0,0,Charged Off,
15126,750,10,53445,935.29,36.6,33.72977877,23,0,15742,154335,0,0,Charged Off,
10108,740,1,35378,265.92,8.5,38.38954231,8,0,1495,7786,0,0,Charged Off,
25000,671,2,59596,1450.17,25.7,31.4348309,24,0,37380,43567,0,0,Charged Off,
25173,710,7,67462,1129.99,15,28,6,0,16978,18434,0,0,Charged Off,
7198,747,2,26359,597.03,19.9,39.11768938,5,0,16117,63705,0,0,Charged Off,
2824,699,1,24558,378.6,6.8,36.46201755,6,0,1169,1670,0,0,Charged Off,
11965,737,9,39884,874.13,20.7,37.73648759,8,0,10772,11760,0,0,Charged Off,
28714,666,1,62431,707.55,29.8,26,20,0,6739,30086,0,0,Charged Off,
10990,635,6,61056,354.12,13,29.47001881,10,0,16240,16691,0,0,Charged Off,
13044,666,3,36331,1159.57,34,30.01613205,18,0,9535,33692,0,0,Charged Off,
11655,691,8,36623,952.19,11.4,35.99872281,9,0,12397,12573,0,0,Charged Off,
17204,731,1,47564,511.31,12.3,38.24549046,4,0,13148,13161,0,0,Charged Off,
9103,662,8,87664,1475.68,30,35,16,0,17700,21533,0,0,Charged Off,
14808,707,3,39488,1039.85,15.7,13,22,0,11888,16673,0,0,Charged Off,
25014,690,10,56885,649.43,12.6,23,11,0,2357,6602,0,0,Charged Off,
25753,622,10,66041,1320.83,23.5,47,13,0,28596,34620,0,0,Charged Off,
20406,713,0.5,55096,1157.02,21.7,14,14,0,21651,38185,0,0,Charged Off,
23132,694,3,57868,1041.62,21.3,33.34066414,15,0,13559,31607,0,0,Charged Off,
7155,707,6,57435,966.82,15,34.75689334,9,0,6016,6955,0,0,Charged Off,
5898,728,9,41286,887.65,12.2,45.32563951,8,1,9568,12188,1,0,Charged Off,
12762,724,2,113877,2040.3,9.5,16,22,0,2387,6381,0,0,Charged Off,
26474,674,10,78440,1477.29,9.1,34.17046165,10,0,18954,30473,0,0,Charged Off,
19196,728,3,69760,683.65,15.2,36.67769927,8,0,27776,30863,0,0,Charged Off,
6854,738,2,24480,163.6,12.3,38.46343558,6,0,3935,26954,0,0,Charged Off,
9884,715,5,35032,826.16,16.6,37.02752621,8,0,16678,21520,0,0,Charged Off,
19210,667,3,70035,1283.97,11,26,19,0,17772,25608,0,0,Charged Off,
14007,717,3,117059,1560.78,23.8,32.43472126,11,0,33793,46804,0,0,Charged Off,
11870,703,10,71222,1578.76,14.5,33.85158536,20,0,18309,19477,0,0,Charged Off,
16203,717,10,45572,558.25,17.7,40,11,0,9207,39688,0,0,Charged Off,
19269,739,1,55198,800.37,12.9,37.78090354,10,0,10806,27219,0,0,Charged Off,
10892,725,0.5,33667,250.54,42.6,5,4,0,1088,25308,0,0,Charged Off,
21643,743,10,90180,594.44,20.1,35.6038169,7,0,16281,22457,0,0,Charged Off,
5058,736,5,46534,1287.43,12.1,14,21,0,9166,32275,0,0,Charged Off,
9954,671,10,96554,2912.71,28.8,41,12,0,36267,43175,0,0,Charged Off,
20360,720,10,77368,960.66,23.4,34.74691286,10,0,25791,37542,0,0,Charged Off,
19435,719,0.5,58305,655.93,17.8,13,13,0,20523,30093,0,0,Charged Off,
11797,723,10,58593,354.98,19.8,16,12,0,11796,26809,0,0,Charged Off,
9944,732,0.5,23866,189.93,27.3,29,15,0,4623,29826,0,0,Charged Off,
2397,738,1,9986,76.89,16.7,38.83175584,3,0,3887,13086,0,0,Charged Off,
4022,733,3,20110,380.41,17.1,27,7,0,280,402,0,0,Charged Off,
9978,735,5,49890,605.74,10.9,53,11,0,7285,19273,0,0,Charged Off,
11879,726,1,47515,1061.17,14.5,77,15,0,8330,16626,0,0,Charged Off,
3521,718,7,40824,269.44,8.3,43.36011939,12,1,3565,17736,1,0,Charged Off,
5936,738,1,34629,644.97,15.8,16,6,0,5340,7617,0,0,Charged Off,
3251,703,5,43688,527.89,10.8,13,8,0,4137,8128,0,0,Charged Off,
21029,732,0.5,55077,1018.92,20.1,36.70349276,15,0,26856,31933,0,0,Charged Off,
5119,736,5,76778,1759.48,15,38.24692889,19,1,9594,11261,0,0,Charged Off,
17883,723,6,89415,2041.64,16,48,10,0,12090,22389,0,0,Charged Off,
23482,741,7,73380,1437.03,20.9,34,15,0,21796,43855,0,0,Charged Off,
13971,701,3,68206,1813.15,14.1,77,19,0,44633,48886,0,0,Charged Off,
13836,666,6,49415,263.96,8.1,32.83825291,7,0,1091,10391,0,0,Charged Off,
4052,731,4,24314,159.06,25,36.22774418,5,0,1498,1520,0,0,Charged Off,
2099,737,10,55941,983.63,30.8,41.73035216,19,1,29507,39082,1,0,Charged Off,
10200,740,7,51000,888.25,8.8,37.96113394,15,0,15416,19790,0,0,Charged Off,
10184,681,1,45828,1111.33,18.1,47,16,0,23185,37883,0,0,Charged Off,
10584,745,1,48850,724.6,12.2,46.05769199,7,1,10703,18328,1,0,Charged Off,
20706,645,7,93670,975.73,22.9,28.0746404,12,0,21247,25943,0,0,Charged Off,
15632,746,1,73275,1227.36,14.8,34.57245069,30,0,14895,67399,0,0,Charged Off,
14340,734,7,112673,1783.99,12.5,34.75175986,14,0,16612,18644,0,0,Charged Off,
3906,718,5,27342,505.83,14.7,36.9410019,7,0,6487,8201,0,0,Charged Off,
23606,740,10,49180,463.11,15.6,37.63043449,14,0,19016,52098,0,0,Charged Off,
11293,724,10,33905,661.14,17,37.27276773,10,0,14642,28542,0,0,Charged Off,
12875,724,10,79232,858.35,20.5,59,10,0,30411,59630,0,0,Charged Off,
7535,728,7,45666,719.24,15,49,13,0,508,12710,0,0,Charged Off,
24173,725,6,96691,1047.49,16.4,8,10,1,452,9229,0,1,Charged Off,
20302,745,10,86284,1725.67,16.4,52,12,0,9752,20618,0,0,Charged Off,
19902,750,4,115432,1789.19,22.8,40.10945193,27,1,13865,38300,1,0,Charged Off,
5860,750,4,45905,504.95,15.1,37.67562987,8,0,3284,40045,0,0,Charged Off,
17018,717,7,47630,650.95,12.8,36.6234459,8,0,5354,14874,0,0,Charged Off,
8833,713,4,51033,961.11,10.2,37.23879143,6,0,19510,23282,0,0,Charged Off,
17883,593,10,112689,1709.11,11.5,31.56522962,18,1,2525,27750,1,0,Charged Off,
20354,735,10,56218,1274.28,13.5,39.24458212,8,0,27136,32038,0,0,Charged Off,
6487,746,0.5,32435,144.87,45.5,38,9,0,3220,17407,0,0,Charged Off,
22817,742,10,101410,1571.86,16.5,14,14,0,16323,37182,0,0,Charged Off,
10160,739,6,65024,1403.43,14.4,10,19,0,5290,15334,0,0,Charged Off,
14200,751,1,36145,527.11,29.8,36.93436995,9,0,10469,52086,0,0,Charged Off,
11906,735,1,49610,611.86,9,38.38361757,5,0,9526,13589,0,0,Charged Off,
12235,714,10,66274,795.29,10.2,43.60930875,9,1,20670,29072,1,0,Charged Off,
34944,738,6,124800,759.2,39.9,32.07973388,5,0,30403,43248,0,0,Charged Off,
19738,742,7,71057,982.95,16.8,81,11,0,17659,25555,0,0,Charged Off,
7947,740,5,44703,1177.18,15,37.70774674,15,0,15558,29189,0,0,Charged Off,
18618,705,1,50525,1002.08,23.5,12,6,1,2352,7129,1,0,Charged Off,
3932,737,1,78632,1140.16,25,29,8,0,38868,42665,0,0,Charged Off,
29793,718,3,168266,3393.36,17.8,33.78839564,10,0,38984,40273,0,0,Charged Off,
3047,678,0.5,40632,1056.43,16.9,33.56066551,9,0,12469,14121,0,0,Charged Off,
2973,714,10,64415,934.02,22.1,34.59762023,8,0,25504,27161,0,0,Charged Off,
10082,735,8,50410,617.52,10.5,37.32839984,11,0,8403,14615,0,0,Charged Off,
4965,711,5,42695,430.5,27.6,19,7,0,3321,10034,0,0,Charged Off,
4044,679,1,23255,282.94,8.5,34.65344058,10,0,10174,24339,0,0,Charged Off,
17058,699,10,43989,879.78,14.9,35.61928583,12,0,16757,25313,0,0,Charged Off,
14242,672,9,62055,424.04,16.6,32.24669458,6,0,13165,21476,0,0,Charged Off,
15664,626,2,63219,1022.04,17,37,5,0,9403,10871,0,0,Charged Off,
35330,728,8,61488,1025.82,20.2,37.29454392,13,0,28435,53449,0,0,Charged Off,
12912,639,1,84915,1224.19,12.4,80,12,0,38192,38269,0,0,Charged Off,
10230,742,3,41943,940.22,15.5,14,11,0,7130,12273,0,0,Charged Off,
13877,699,1,99120,783.05,13.7,31.18343568,12,0,2379,5357,0,0,Charged Off,
12109,740,1,103937,1966.15,20.8,9,20,0,10856,27979,0,0,Charged Off,
20962,715,4,78758,761.33,14.7,47,19,0,10992,20858,0,0,Charged Off,
23267,690,1,55517,643.07,19,40,4,0,6595,9381,0,0,Charged Off,
7907,750,10,98840,2133.29,27.8,67,24,0,16389,67167,0,0,Charged Off,
4033,657,7,70574,880.41,35.8,18,33,0,4647,27496,0,0,Charged Off,
24199,740,10,71589,186.73,16.4,36.39950524,6,0,6297,12594,0,0,Charged Off,
13334,709,10,45630,874.58,16,36.22869823,9,0,16637,35473,0,0,Charged Off,
12146,734,8,58708,670.25,9.8,37.55138006,9,0,14452,16094,0,0,Charged Off,
5850,728,1,14040,131.63,13,67,11,0,2303,6524,0,0,Charged Off,
15274,683,6,50015,962.79,15.6,33,23,0,14328,22851,0,0,Charged Off,
9878,737,8,32104,564.49,9.4,50,12,0,5678,23270,0,0,Charged Off,
10613,728,10,31965,695.23,16.5,44.93360707,11,1,9309,14894,1,0,Charged Off,
15308,649,10,51025,884.44,15,32.01271382,9,0,17768,36187,0,0,Charged Off,
9846,733,0.5,47261,1299.67,21.5,43,7,0,5484,5613,0,0,Charged Off,
24900,703,3,59478,1125.12,21.2,34.12802611,19,0,28246,56605,0,0,Charged Off,
9767,716,5,51765,1470.99,12.5,36.61233647,14,0,16323,20661,0,0,Charged Off,
13512,695,10,138186,187.71,8.7,37.37401672,10,2,4457,16385,1,1,Charged Off,
19632,744,10,83436,1522.71,19.9,37.54095373,12,0,41656,81043,0,0,Charged Off,
14676,708,10,51855,573.43,17.5,35.07114534,7,0,5626,16259,0,0,Charged Off,
28134,742,8,120576,2833.54,13.9,39.57339673,13,0,90306,282207,0,0,Charged Off,
12091,733,10,62471,744.45,24.5,34.91561356,13,0,16765,24691,0,0,Charged Off,
21635,667,10,61957,1280.43,16.4,6,15,0,14939,22877,0,0,Charged Off,
8897,735,10,46930,171.68,16.9,32,4,0,7195,11052,0,0,Charged Off,
15616,719,10,48800,1183.4,26,34,23,0,16411,35911,0,0,Charged Off,
16386,719,3,36911,455.23,22.8,35.95705191,9,0,14811,17064,0,0,Charged Off,
15920,731,3,49750,733.81,13,38.06204746,6,0,14594,17906,0,0,Charged Off,
5029,740,4,82476,2034.4,29.2,18,19,0,38208,49881,0,0,Charged Off,
13067,699,6,38566,475.65,16.4,43.00356473,5,1,7230,8320,1,0,Charged Off,
12276,710,10,50127,873.05,16.9,30,8,0,11635,14672,0,0,Charged Off,
24315,660,2,76223,1219.56,13.8,32.10233711,8,0,13323,13416,0,0,Charged Off,
9931,738,5,49655,964.13,18.5,49,11,0,24430,39724,0,0,Charged Off,
15113,720,1,46345,1058.21,20.5,16,12,0,28493,33132,0,0,Charged Off,
20530,653,9,68432,513.24,7.6,30.85952045,12,0,1308,28435,0,0,Charged Off,
35816,632,6,135076,1170.66,15.3,27.1725964,11,0,30692,46786,0,0,Charged Off,
35207,704,7,176732,2503.7,18.8,0,14,0,171525,608245,0,0,Charged Off,
11989,718,4,55923,941.36,11.2,43.99743536,9,1,9791,15086,1,0,Charged Off,
33361,671,1,84397,1258.92,22.3,31.84666433,11,0,26787,40221,0,0,Charged Off,
7980,717,10,44888,1200.74,23.3,42.81835905,12,1,9851,20960,1,0,Charged Off,
5320,744,2,431591,453.17,16.7,29,11,0,6112,15165,0,0,Charged Off,
6938,747,4,89208,1137.4,13,69,15,0,11309,44002,0,0,Charged Off,
26354,685,1,73410,752.45,10.6,33.56947475,7,0,1403,2056,0,0,Charged Off,
12711,705,5,70063,1325.36,13.2,7,13,0,5856,12303,0,0,Charged Off,
20050,730,3,52932,436.25,13.4,44.2589077,9,1,4420,9114,1,0,Charged Off,
9857,729,10,34500,891.24,21,152,11,0,9306,13705,0,0,Charged Off,
4507,736,10,18027,429.64,24.8,77,5,0,3235,5008,0,0,Charged Off,
13028,731,2,37647,724.7,29.2,36.88156157,6,0,25618,27137,0,0,Charged Off,
13634,652,1,40143,1100.59,16,54,21,0,21658,28385,0,0,Charged Off,
7956,663,0.5,19890,155.14,5.9,34.74747898,11,1,3745,10824,0,1,Charged Off,
11867,739,10,127657,1595.72,16.6,32.64315916,19,0,19558,51469,0,0,Charged Off,
5867,673,3,49868,1101.25,22.6,31.65112617,14,0,17957,28279,0,0,Charged Off,
9906,731,1,47549,792.48,11.2,37.89312657,10,0,22185,30516,0,0,Charged Off,
13673,679,6,54292,714.84,11.9,39,20,0,13222,22915,0,0,Charged Off,
5105,730,7,81680,905.29,10,35.42258157,8,0,6116,30127,0,0,Charged Off,
14301,695,3,39932,542.41,5.6,35.1346477,17,0,10512,24334,0,0,Charged Off,
20270,653,4,58783,1449.98,28.8,12,17,0,12622,36063,0,0,Charged Off,
6158,707,7,75456,817.44,13.8,27,14,0,4679,13485,0,0,Charged Off,
25108,723,10,95409,519.98,19.6,33.06338524,10,0,3636,28183,0,0,Charged Off,
34888,699,10,121610,295.92,18.5,21,9,0,17881,33674,0,0,Charged Off,
22079,672,10,55198,855.57,44.2,11,4,0,25236,28008,0,0,Charged Off,
7801,743,8,36692,452.53,10.9,39.27042116,4,0,7302,11701,0,0,Charged Off,
9888,719,3,58339,1011.22,20,43,16,0,8037,8698,0,0,Charged Off,
30684,657,10,96143,771.55,26.2,30,6,0,20950,26688,0,0,Charged Off,
6953,708,4,70258,570.84,17.1,41,13,0,4347,13757,0,0,Charged Off,
13410,660,3,39732,1191.96,6.7,54,15,0,8767,12818,0,0,Charged Off,
6121,740,5,21545,110.59,15.8,38.59271364,3,0,810,7042,0,0,Charged Off,
8988,715,9,25108,531.45,10,17,8,1,5895,8932,1,0,Charged Off,
35098,660,10,93260,1608.74,18.8,31.56682766,16,0,38449,55886,0,0,Charged Off,
5001,663,6,23005,276.06,7.1,33.33225179,14,0,9257,19822,0,0,Charged Off,
18555,683,2,46389,1252.49,12.4,45,10,0,10683,14456,0,0,Charged Off,
13273,727,2,40688,1057.9,18.1,6,12,0,18214,27185,0,0,Charged Off,
11874,736,8,33935,579.72,11.3,38.72679302,12,0,20434,34459,0,0,Charged Off,
16256,722,6,46736,1051.56,16.5,21,7,1,6784,7718,1,0,Charged Off,
4911,707,10,42230,408.23,14.3,35.0320255,9,0,6072,12368,0,0,Charged Off,
15832,699,7,98950,1748.12,17.8,5,11,0,5184,7322,0,0,Charged Off,
34255,682,10,97870,2503.84,29.2,15,12,0,18751,22510,0,0,Charged Off,
17230,700,10,57353,822.06,21.2,6,8,1,3301,19304,1,0,Charged Off,
12603,707,1,51199,674.13,8.1,31,3,0,10970,15258,0,0,Charged Off,
4915,730,2,35388,414.92,13.4,53,6,0,11372,30653,0,0,Charged Off,
3916,739,4,25848,493.49,21.7,44.89977502,6,1,0,0,1,0,Charged Off,
15081,721,1,39211,592.08,15.4,36.99980355,9,0,15289,34987,0,0,Charged Off,
4977,749,2,55737,1124.02,16.6,37.77319614,10,0,15574,38361,0,0,Charged Off,
34279,698,2,244850,1611.93,24.1,23.00754232,17,0,26732,57736,0,0,Charged Off,
25654,589,10,80264,1886.2,27.6,31.51912593,11,2,7523,8232,0,0,Charged Off,
15651,675,6,44997,1109.93,13.1,34.98271488,9,0,23950,26204,0,0,Charged Off,
18038,687,10,75158,1578.31,17.8,34.45501131,16,0,55341,63031,0,0,Charged Off,
7206,710,3,68065,841.74,14.4,34.34631075,8,0,7782,10015,0,0,Charged Off,
2732,741,10,29348,211.55,23.4,37.51838645,4,0,11589,13051,0,0,Charged Off,
16056,695,7,45585,1086.44,14.6,34.89587473,16,0,17184,25533,0,0,Charged Off,
10719,719,10,39068,543.7,34.3,41,6,0,4674,6150,0,0,Charged Off,
19840,717,4,59520,1289.6,14.5,36.71480447,14,0,28594,39224,0,0,Charged Off,
12166,717,5,73455,1542.56,8,36.5997855,11,0,17309,24141,0,0,Charged Off,
24383,741,2,93629,1958.4,11.4,37.13457392,10,0,0,0,0,0,Charged Off,
29498,706,1,64233,1033.08,39.5,36,14,0,37541,85320,0,0,Charged Off,
15576,618,8,113011,826.86,15.6,7,8,0,6839,12782,0,0,Charged Off,
16185,686,10,38672,883.02,16.9,34.53591622,12,0,12230,24217,0,0,Charged Off,
24508,712,10,60779,754.66,13.9,36.37596016,7,0,13475,33027,0,0,Charged Off,
6088,710,2,91323,720.69,15.5,33.31874948,5,0,18145,19984,0,0,Charged Off,
6328,732,10,48505,1261.14,13,44.95856249,12,1,8437,23900,1,0,Charged Off,
4481,742,10,41750,264.77,16.9,16,4,0,2112,4275,0,0,Charged Off,
24790,701,10,74370,1648.54,30.7,23,6,0,29345,49403,0,0,Charged Off,
19882,693,4,44237,409.2,4.9,35.77619324,11,0,10445,34246,0,0,Charged Off,
15230,681,7,101945,1104.4,17.5,31.46106388,13,1,20089,27221,0,1,Charged Off,
4712,735,6,56337,953.03,25.5,33.01515966,25,0,6544,8808,0,0,Charged Off,
17804,683,7,56379,1099.38,15.5,33.51723295,14,0,14300,25310,0,0,Charged Off,
34146,685,10,128779,1759.98,14.8,81,4,0,6936,6826,0,0,Charged Off,
23171,739,10,102320,1799.13,30.1,35.47438226,14,0,54876,82770,0,0,Charged Off,
12253,732,10,51055,1272.12,17.4,15,18,0,44521,61578,0,0,Charged Off,
22645,747,10,117384,812.88,30,33.42660348,7,0,23475,42527,0,0,Charged Off,
18095,737,7,60318,522.76,22,36.53236214,8,0,22303,41149,0,0,Charged Off,
16480,705,7,37498,934.33,9.9,36.48619998,17,0,18268,21904,0,0,Charged Off,
15990,680,8,64961,1299.22,11.2,33.87980701,9,0,5405,5998,0,0,Charged Off,
10278,738,7,30681,746.57,15.9,66,7,0,8777,11765,0,0,Charged Off,
19029,703,10,56641,1066.74,27.9,33.68379375,14,0,23858,41419,0,0,Charged Off,
7224,724,0.5,21069,277.41,15.6,61,10,1,5130,10643,0,0,Charged Off,
19293,689,4,42874,582.37,12.8,35.37265823,7,0,12643,23764,0,0,Charged Off,
2504,747,9,30042,385.54,16,46,5,0,715,1603,0,0,Charged Off,
